crack,0.4.3,MIT,http://opensource.org/licenses/mit-license,"Really simple JSON and XML parsing, ripped from Merb and Rails.",http://github.com/jnunemaker/crack
crypt19-rb,1.2.1,unknown,"",Crypt is a pure-ruby implementation of a number of popular encryption algorithms.,https://github.com/coffeejunk/crypt19
daemons,1.2.4,MIT,http://opensource.org/licenses/mit-license,A toolkit to create and control daemons in different ways,https://github.com/thuehlinger/daemons
delayed_job,4.1.3,MIT,http://opensource.org/licenses/mit-license,Database-backed asynchronous priority queue system -- Extracted from Shopify,http://github.com/collectiveidea/delayed_job
delayed_job_active_record,4.1.2,MIT,http://opensource.org/licenses/mit-license,ActiveRecord backend for DelayedJob,http://github.com/collectiveidea/delayed_job_active_record
delayed_job_web,1.4,MIT,http://opensource.org/licenses/mit-license,Web interface for delayed_job inspired by resque,https://github.com/ejschmitt/delayed_job_web
descendants_tracker,0.0.4,MIT,http://opensource.org/licenses/mit-license,Module that adds descendant tracking to a class,https://github.com/dkubb/descendants_tracker
diff-lcs,1.3,"MIT,Artistic-2.0,GPL-2.0+","http://opensource.org/licenses/mit-license,,",Diff::LCS computes the difference between two Enumerable sequences using the McIlroy-Hunt longest common subsequence (LCS) algorithm,https://github.com/halostatue/diff-lcs
equalizer,0.0.11,MIT,http://opensource.org/licenses/mit-license,"Module to define equality, equivalence and inspection methods",https://github.com/dkubb/equalizer
erubis,2.7.0,MIT,http://opensource.org/licenses/mit-license,a fast and extensible eRuby implementation which supports multi-language,http://www.kuwata-lab.com/erubis/
excon,0.57.1,MIT,http://opensource.org/licenses/mit-license,"speed, persistence, http(s)",https://github.com/excon/excon
facter,2.5.0,unknown,"","Facter, a system inventory tool",https://github.com/puppetlabs/facter
factory_girl,4.8.0,MIT,http://opensource.org/licenses/mit-license,factory_girl provides a framework and DSL for defining and using model instance factories.,https://github.com/thoughtbot/factory_girl
factory_girl_rails,4.8.0,MIT,http://opensource.org/licenses/mit-license,factory_girl_rails provides integration between factory_girl and rails 3 or newer,http://github.com/thoughtbot/factory_girl_rails
faker,1.8.4,MIT,http://opensource.org/licenses/mit-license,Easily generate fake data,https://github.com/stympy/faker
fakeweb,1.3.0,MIT,http://opensource.org/licenses/mit-license,A tool for faking responses to HTTP requests,http://github.com/chrisk/fakeweb
fission,0.5.0,MIT,http://opensource.org/licenses/mit-license,Command line tool to manage VMware Fusion VMs,https://github.com/thbishop/fission
fog,1.40.0,MIT,http://opensource.org/licenses/mit-license,brings clouds to you,http://github.com/fog/fog
fog-aliyun,0.1.0,MIT,http://opensource.org/licenses/mit-license,Fog provider for Aliyun Web Services.,https://github.com/fog/fog-aliyun
fog-atmos,0.1.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Atmos.,""
fog-aws,1.4.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Amazon Web Services.,https://github.com/fog/fog-aws
fog-brightbox,0.12.0,MIT,http://opensource.org/licenses/mit-license,This library can be used as a module for `fog` or as standalone provider to use the Brightbox Cloud in applications,https://github.com/fog/fog-brightbox
fog-cloudatcost,0.1.2,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support CloudAtCost.,http://github.com/fog/fog-cloudatcost
fog-core,1.44.3,MIT,http://opensource.org/licenses/mit-license,Shared classes and tests for fog providers and services.,https://github.com/fog/fog-core
fog-digitalocean,0.3.0,MIT,http://opensource.org/licenses/mit-license,DigitalOcean fog provider gem,http://github.com/fog/fog-digitalocean
fog-dnsimple,1.0.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support DNSimple.,https://github.com/fog/fog-dnsimple
fog-dynect,0.0.3,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Dynect DNS.,http://github.com/fog/fog-dynect
fog-ecloud,0.3.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Terremark EnterpriseCloud.,""
fog-google,0.1.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Google.,https://github.com/fog/fog-google
fog-json,1.0.2,MIT,http://opensource.org/licenses/mit-license,JSON parsing for fog providers,http://github.com/fog/fog-json
fog-local,0.3.1,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support local filesystem storage.,https://github.com/fog/fog-local
fog-openstack,0.1.21,MIT,http://opensource.org/licenses/mit-license,OpenStack fog provider gem,https://github.com/fog/fog-openstack
fog-powerdns,0.1.1,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support PowerDNS DNS services.,http://github.com/cluobah/fog-powerdns
fog-profitbricks,3.0.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support ProfitBricks.,https://github.com/fog/fog-profitbricks
fog-rackspace,0.1.5,MIT,http://opensource.org/licenses/mit-license,Rackspace support for Fog,http://developer.rackspace.com
fog-radosgw,0.0.5,MIT,http://opensource.org/licenses/mit-license,Fog backend for provisioning Ceph Radosgw.,https://github.com/fog/fog-radosgw
fog-riakcs,0.1.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Riakcs.,""
fog-sakuracloud,1.7.5,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Sakura no Cloud,""
fog-serverlove,0.1.2,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support ServerLove.,""
fog-softlayer,1.1.4,MIT,http://opensource.org/licenses/mit-license,This library can be used as a module for `fog` or as standalone provider to use the SoftLayer Cloud in applications,https://github.com/fog/fog-softlayer
fog-storm_on_demand,0.1.1,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support StormOnDemand.,""
fog-terremark,0.1.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Terremark vCloud.,""
fog-vmfusion,0.1.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support VMWARE FUSION.,""
fog-voxel,0.1.0,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support Voxel.,""
fog-vsphere,1.11.2,MIT,http://opensource.org/licenses/mit-license,Module for the 'fog' gem to support VMware vSphere.,https://github.com/fog/fog-vsphere
fog-xenserver,0.3.0,MIT,http://opensource.org/licenses/mit-license,This library can be used as a module for `fog` or as standalone provider to use the XENSERVER in applications.,https://github.com/fog/fog-xenserver
fog-xml,0.1.3,MIT,http://opensource.org/licenses/mit-license,XML parsing for fog providers,https://github.com/fog/fog-xml
formatador,0.2.5,MIT,http://opensource.org/licenses/mit-license,Ruby STDOUT text formatting,http://github.com/geemus/formatador
git,1.3.0,MIT,http://opensource.org/licenses/mit-license,"Ruby/Git is a Ruby library that can be used to create, read and manipulate Git repositories by wrapping system calls to the git binary.",http://github.com/schacon/ruby-git
globalid,0.4.0,MIT,http://opensource.org/licenses/mit-license,Refer to any model with a URI: gid://app/class/id,http://www.rubyonrails.org
grape,0.7.1,MIT,http://opensource.org/licenses/mit-license,A simple Ruby framework for building REST-like APIs.,https://github.com/intridea/grape
grnds-deploy,0.0.2,MIT,http://opensource.org/licenses/mit-license,Deployment Gem for Grnds applications.  Ensures proper integration with security endpoints.,https://github.com/ConsultingMD/grnds-status
grnds-fax,0.1.0,Copyright 2016 Grand Rounds Inc. All rights reserved.,"",Grand Rounds Faxing Gem.  Allows switching between EFax and Concord.,https://github.com/ConsultingMD/fax
grnds-service,0.6.0,Copyright 2015-2016 Grand Rounds Inc. All rights reserved.,"",Microservice communication channel configuration and wrappers for those channels,https://github.com/ConsultingMD/grnds-service
grnds-sso,0.0.5,MIT,http://opensource.org/licenses/mit-license,SSO for Grand Rounds,""
gyoku,1.3.1,MIT,http://opensource.org/licenses/mit-license,Translates Ruby Hashes to XML,https://github.com/savonrb/gyoku
hashdiff,0.3.4,MIT,http://opensource.org/licenses/mit-license,HashDiff is a diff lib to compute the smallest difference between two hashes.,https://github.com/liufengyun/hashdiff
hashery,2.1.2,Simplified BSD,http://opensource.org/licenses/bsd-license,Facets-bread collection of Hash-like classes.,http://rubyworks.github.com/hashery
hashie,3.5.6,MIT,http://opensource.org/licenses/mit-license,Your friendly neighborhood hash library.,https://github.com/intridea/hashie
highline,1.7.8,ruby,http://www.ruby-lang.org/en/LICENSE.txt,HighLine is a high-level command-line IO library.,https://github.com/JEG2/highline
hpricot,0.8.6,MIT,http://opensource.org/licenses/mit-license,"a swift, liberal HTML parser with a fantastic library",http://code.whytheluckystiff.net/hpricot/
httparty,0.15.6,MIT,http://opensource.org/licenses/mit-license,"Makes http fun! Also, makes consuming restful web services dead easy.",http://jnunemaker.github.com/httparty
httpi,2.4.2,MIT,http://opensource.org/licenses/mit-license,Common interface for Ruby's HTTP libraries,http://github.com/savonrb/httpi
i18n,0.8.6,MIT,http://opensource.org/licenses/mit-license,New wave Internationalization support for Ruby,http://github.com/svenfuchs/i18n
ice_nine,0.11.2,MIT,http://opensource.org/licenses/mit-license,Deep Freeze Ruby Objects,https://github.com/dkubb/ice_nine
inflecto,0.0.2,MIT,http://opensource.org/licenses/mit-license,Inflector for strings,https://github.com/mbj/inflecto
ipaddress,0.8.3,MIT,http://opensource.org/licenses/mit-license,IPv4/IPv6 address manipulation library,https://github.com/bluemonk/ipaddress
jmespath,1.3.1,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,JMESPath - Ruby Edition,http://github.com/trevorrowe/jmespath.rb
json,1.8.6,ruby,http://www.ruby-lang.org/en/LICENSE.txt,JSON Implementation for Ruby,http://flori.github.com/json
kgio,2.11.0,LGPL-2.1+,"","kinder, gentler I/O for Ruby",http://bogomips.org/kgio/
little-plugger,1.1.4,MIT,http://opensource.org/licenses/mit-license,LittlePlugger is a module that provides Gem based plugin management.,http://gemcutter.org/gems/little-plugger
logging,2.2.2,MIT,http://opensource.org/licenses/mit-license,A flexible and extendable logging library for Ruby,http://rubygems.org/gems/logging
loofah,2.0.3,MIT,http://opensource.org/licenses/mit-license,Loofah is a general library for manipulating and transforming HTML/XML documents and fragments,https://github.com/flavorjones/loofah
mail,2.6.6,MIT,http://opensource.org/licenses/mit-license,"Mail provides a nice Ruby DSL for making, sending and reading emails.",https://github.com/mikel/mail
method_source,0.8.2,MIT,http://opensource.org/licenses/mit-license,retrieve the sourcecode for a method,http://banisterfiend.wordpress.com
mime-types,3.1,MIT,http://opensource.org/licenses/mit-license,The mime-types library provides a library and registry for information about MIME content type definitions,https://github.com/mime-types/ruby-mime-types/
mime-types-data,3.2016.0521,MIT,http://opensource.org/licenses/mit-license,mime-types-data provides a registry for information about MIME media type definitions,https://github.com/mime-types/mime-types-data/
mini_portile2,2.2.0,MIT,http://opensource.org/licenses/mit-license,Simplistic port-like solution for developers,http://github.com/flavorjones/mini_portile
minitest,5.10.2,MIT,http://opensource.org/licenses/mit-license,"minitest provides a complete suite of testing facilities supporting TDD, BDD, mocking, and benchmarking",https://github.com/seattlerb/minitest
multi_json,1.12.1,MIT,http://opensource.org/licenses/mit-license,A common interface to multiple JSON libraries.,http://github.com/intridea/multi_json
multi_xml,0.6.0,MIT,http://opensource.org/licenses/mit-license,A generic swappable back-end for XML parsing,https://github.com/sferik/multi_xml
mysql2,0.4.8,MIT,http://opensource.org/licenses/mit-license,"A simple, fast Mysql library for Ruby, binding to libmysql",http://github.com/brianmario/mysql2
net-scp,1.2.1,MIT,http://opensource.org/licenses/mit-license,A pure Ruby implementation of the SCP client protocol,https://github.com/net-ssh/net-scp
net-sftp,2.1.2,MIT,http://opensource.org/licenses/mit-license,A pure Ruby implementation of the SFTP client protocol,https://github.com/net-ssh/net-sftp
net-ssh,4.1.0,MIT,http://opensource.org/licenses/mit-license,Net::SSH: a pure-Ruby implementation of the SSH2 client protocol.,https://github.com/net-ssh/net-ssh
net-ssh-gateway,2.0.0,MIT,http://opensource.org/licenses/mit-license,A simple library to assist in establishing tunneled Net::SSH connections,https://github.com/net-ssh/net-ssh-gateway
newrelic_rpm,4.2.0.334,New Relic,"",New Relic Ruby Agent,https://github.com/newrelic/rpm
nokogiri,1.8.0,MIT,http://opensource.org/licenses/mit-license,"Nokogiri (鋸) is an HTML, XML, SAX, and Reader parser",http://nokogiri.org
nori,2.6.0,MIT,http://opensource.org/licenses/mit-license,XML to Hash translator,https://github.com/savonrb/nori
parallel,1.11.2,MIT,http://opensource.org/licenses/mit-license,Run any kind of code in parallel processes,https://github.com/grosser/parallel
parallel_tests,2.14.2,MIT,http://opensource.org/licenses/mit-license,Run Test::Unit / RSpec / Cucumber / Spinach in parallel,http://github.com/grosser/parallel_tests
pdf-reader,2.0.0,MIT,http://opensource.org/licenses/mit-license,A library for accessing the content of PDF files,http://github.com/yob/pdf-reader
pry,0.10.4,MIT,http://opensource.org/licenses/mit-license,An IRB alternative and runtime developer console,http://pryrepl.org
pry-byebug,3.4.2,MIT,http://opensource.org/licenses/mit-license,Fast debugging with Pry.,https://github.com/deivid-rodriguez/pry-byebug
pry-rails,0.3.6,MIT,http://opensource.org/licenses/mit-license,Use Pry as your rails console,https://github.com/rweng/pry-rails
public_suffix,2.0.5,MIT,http://opensource.org/licenses/mit-license,Domain name parser based on the Public Suffix List.,https://simonecarletti.com/code/publicsuffix-ruby
qpdf,0.0.1,unknown,"",Qpdf library for Rails,https://github.com/ConsultingMD/qdf.git
rack,1.6.8,MIT,http://opensource.org/licenses/mit-license,a modular Ruby webserver interface,http://rack.github.io/
rack-accept,0.4.5,MIT,http://opensource.org/licenses/mit-license,HTTP Accept* for Ruby/Rack,http://mjijackson.github.com/rack-accept
rack-mount,0.8.3,MIT,http://opensource.org/licenses/mit-license,Stackable dynamic tree based Rack router,https://github.com/josh/rack-mount
rack-protection,1.5.3,MIT,http://opensource.org/licenses/mit-license,You should use protection!,http://github.com/rkh/rack-protection
rack-test,0.6.3,MIT,http://opensource.org/licenses/mit-license,Simple testing API built on Rack,http://github.com/brynary/rack-test
rails,4.2.6,MIT,http://opensource.org/licenses/mit-license,Full-stack web application framework.,http://www.rubyonrails.org
rails-deprecated_sanitizer,1.0.3,MIT,http://opensource.org/licenses/mit-license,Deprecated sanitizer API extracted from Action View.,https://github.com/rails/rails-deprecated_sanitizer
rails-dom-testing,1.0.8,MIT,http://opensource.org/licenses/mit-license,Dom and Selector assertions for Rails applications,https://github.com/rails/rails-dom-testing
rails-html-sanitizer,1.0.3,MIT,http://opensource.org/licenses/mit-license,This gem is responsible to sanitize HTML fragments in Rails applications.,https://github.com/rails/rails-html-sanitizer
rails-latex,2.2.0,MIT,http://opensource.org/licenses/mit-license,A LaTeX to PDF rails renderer.,https://github.com/amagical.net/rails-latex
railties,4.2.6,MIT,http://opensource.org/licenses/mit-license,"Tools for creating, working with, and running Rails applications.",http://www.rubyonrails.org
raindrops,0.18.0,LGPL-2.1+,"",real-time stats for preforking Rack servers,https://bogomips.org/raindrops/
rake,12.0.0,MIT,http://opensource.org/licenses/mit-license,Rake is a Make-like program implemented in Ruby,https://github.com/ruby/rake
rbvmomi,1.11.3,MIT,http://opensource.org/licenses/mit-license,Ruby interface to the VMware vSphere API,https://github.com/vmware/rbvmomi
rmagick,2.16.0,MIT,http://opensource.org/licenses/mit-license,Ruby binding to ImageMagick,https://github.com/rmagick/rmagick
rollbar,2.15.0,MIT,http://opensource.org/licenses/mit-license,Reports exceptions to Rollbar,https://rollbar.com
rspec-core,3.6.0,MIT,http://opensource.org/licenses/mit-license,rspec-core-3.6.0,https://github.com/rspec/rspec-core
rspec-expectations,3.6.0,MIT,http://opensource.org/licenses/mit-license,rspec-expectations-3.6.0,https://github.com/rspec/rspec-expectations
rspec-mocks,3.6.0,MIT,http://opensource.org/licenses/mit-license,rspec-mocks-3.6.0,https://github.com/rspec/rspec-mocks
rspec-rails,3.6.0,MIT,http://opensource.org/licenses/mit-license,RSpec for Rails,https://github.com/rspec/rspec-rails
rspec-support,3.6.0,MIT,http://opensource.org/licenses/mit-license,rspec-support-3.6.0,https://github.com/rspec/rspec-support
ruby-rc4,0.1.5,MIT,http://opensource.org/licenses/mit-license,RubyRC4 is a pure Ruby implementation of the RC4 algorithm.,http://www.caigenichols.com/
rvm-capistrano,1.5.6,MIT,http://opensource.org/licenses/mit-license,RVM / Capistrano Integration Gem,https://github.com/wayneeseguin/rvm-capistrano
safe_yaml,1.0.4,MIT,http://opensource.org/licenses/mit-license,SameYAML provides an alternative implementation of YAML.load suitable for accepting user input in Ruby applications.,https://github.com/dtao/safe_yaml
savon,2.11.1,MIT,http://opensource.org/licenses/mit-license,Heavy metal SOAP client,http://savonrb.com
sinatra,1.4.8,MIT,http://opensource.org/licenses/mit-license,Classy web-development dressed in a DSL,http://www.sinatrarb.com/
slop,3.6.0,MIT,http://opensource.org/licenses/mit-license,Simple Lightweight Option Parsing,http://github.com/leejarvis/slop
socksify,1.7.1,"ruby,GPL-3.0","http://www.ruby-lang.org/en/LICENSE.txt,",Redirect all TCPSockets through a SOCKS5 proxy,http://socksify.rubyforge.org/
sprockets,3.7.1,MIT,http://opensource.org/licenses/mit-license,Rack-based asset packaging system,https://github.com/rails/sprockets
sprockets-rails,3.2.0,MIT,http://opensource.org/licenses/mit-license,Sprockets Rails integration,https://github.com/rails/sprockets-rails
thor,0.19.4,MIT,http://opensource.org/licenses/mit-license,Thor is a toolkit for building powerful command-line interfaces.,http://whatisthor.com/
thread_safe,0.3.6,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Thread-safe collections and utilities for Ruby,https://github.com/ruby-concurrency/thread_safe
tilt,2.0.7,MIT,http://opensource.org/licenses/mit-license,Generic interface to multiple Ruby template engines,http://github.com/rtomayko/tilt/
timecop,0.9.1,MIT,http://opensource.org/licenses/mit-license,"A gem providing ""time travel"" and ""time freezing"" capabilities, making it dead simple to test time-dependent code.  It provides a unified method to mock Time.now, Date.today, and DateTime.now in a single call.",https://github.com/travisjeffery/timecop
trollop,2.1.2,MIT,http://opensource.org/licenses/mit-license,Trollop is a commandline option parser for Ruby that just gets out of your way.,http://manageiq.github.io/trollop/
ttfunk,1.5.1,"Nonstandard,GPL-2.0,GPL-3.0",",,",TrueType Font Metrics Parser,https://prawnpdf.org
tzinfo,1.2.3,MIT,http://opensource.org/licenses/mit-license,Daylight savings aware timezone library,http://tzinfo.github.io
unicorn,5.3.0,"GPL-2.0+,Ruby-1.8",",",Rack HTTP server for fast clients and Unix,https://bogomips.org/unicorn/
virtus,1.0.5,MIT,http://opensource.org/licenses/mit-license,Attributes on Steroids for Plain Old Ruby Objects,https://github.com/solnic/virtus
wasabi,3.5.0,MIT,http://opensource.org/licenses/mit-license,A simple WSDL parser,https://github.com/savonrb/wasabi
webmock,3.0.1,MIT,http://opensource.org/licenses/mit-license,Library for stubbing HTTP requests in Ruby.,http://github.com/bblimke/webmock
xml-simple,1.1.5,ruby,http://www.ruby-lang.org/en/LICENSE.txt,A simple API for XML processing.,https://github.com/maik/xml-simple
